TableName,SeriesCode,LineNumber,LineDescription,TimePeriod,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
T10101,DSERRL,6,Services,1977Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.8,T10101
T10101,DSERRL,6,Services,1978Q1,Fisher Quantity Index,"Percent change, annual rate",0,6.4,T10101
T10101,DSERRL,6,Services,1978Q2,Fisher Quantity Index,"Percent change, annual rate",0,6.1,T10101
T10101,DSERRL,6,Services,1978Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.9,T10101
T10101,DSERRL,6,Services,1978Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.1,T10101
T10101,DSERRL,6,Services,1979Q1,Fisher Quantity Index,"Percent change, annual rate",0,4.2,T10101
T10101,DSERRL,6,Services,1979Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.5,T10101
T10101,DSERRL,6,Services,1979Q3,Fisher Quantity Index,"Percent change, annual rate",0,1.5,T10101
T10101,DSERRL,6,Services,1979Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.4,T10101
T10101,DSERRL,6,Services,1980Q1,Fisher Quantity Index,"Percent change, annual rate",0,0.7,T10101
T10101,DSERRL,6,Services,1980Q2,Fisher Quantity Index,"Percent change, annual rate",0,-2.5,T10101
T10101,DSERRL,6,Services,1980Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.7,T10101
T10101,DSERRL,6,Services,1980Q4,Fisher Quantity Index,"Percent change, annual rate",0,6.2,T10101
T10101,DSERRL,6,Services,1981Q1,Fisher Quantity Index,"Percent change, annual rate",0,-2.3,T10101
T10101,DSERRL,6,Services,1981Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.8,T10101
T10101,DSERRL,6,Services,1981Q3,Fisher Quantity Index,"Percent change, annual rate",0,0.1,T10101
T10101,DSERRL,6,Services,1981Q4,Fisher Quantity Index,"Percent change, annual rate",0,0.9,T10101
T10101,DSERRL,6,Services,1982Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.1,T10101
T10101,DSERRL,6,Services,1982Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,DSERRL,6,Services,1982Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.1,T10101
T10101,DSERRL,6,Services,1982Q4,Fisher Quantity Index,"Percent change, annual rate",0,6.3,T10101
T10101,DSERRL,6,Services,1983Q1,Fisher Quantity Index,"Percent change, annual rate",0,5.4,T10101
T10101,DSERRL,6,Services,1983Q2,Fisher Quantity Index,"Percent change, annual rate",0,5.6,T10101
T10101,DSERRL,6,Services,1983Q3,Fisher Quantity Index,"Percent change, annual rate",0,6.0,T10101
T10101,DSERRL,6,Services,1983Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.2,T10101
T10101,DSERRL,6,Services,1984Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.8,T10101
T10101,DSERRL,6,Services,1984Q2,Fisher Quantity Index,"Percent change, annual rate",0,3.2,T10101
T10101,DSERRL,6,Services,1984Q3,Fisher Quantity Index,"Percent change, annual rate",0,5.1,T10101
T10101,DSERRL,6,Services,1984Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.5,T10101
T10101,DSERRL,6,Services,1985Q1,Fisher Quantity Index,"Percent change, annual rate",0,7.4,T10101
T10101,DSERRL,6,Services,1985Q2,Fisher Quantity Index,"Percent change, annual rate",0,3.7,T10101
T10101,DSERRL,6,Services,1985Q3,Fisher Quantity Index,"Percent change, annual rate",0,5.5,T10101
T10101,DSERRL,6,Services,1985Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.2,T10101
T10101,DSERRL,6,Services,1986Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.7,T10101
T10101,DSERRL,6,Services,1986Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.4,T10101
T10101,DSERRL,6,Services,1986Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.4,T10101
T10101,DSERRL,6,Services,1986Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.5,T10101
T10101,DSERRL,6,Services,1987Q1,Fisher Quantity Index,"Percent change, annual rate",0,6.6,T10101
T10101,DSERRL,6,Services,1987Q2,Fisher Quantity Index,"Percent change, annual rate",0,4.0,T10101
T10101,DSERRL,6,Services,1987Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.6,T10101
T10101,DSERRL,6,Services,1987Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.0,T10101
T10101,DSERRL,6,Services,1988Q1,Fisher Quantity Index,"Percent change, annual rate",0,5.6,T10101
T10101,DSERRL,6,Services,1988Q2,Fisher Quantity Index,"Percent change, annual rate",0,3.6,T10101
T10101,DSERRL,6,Services,1988Q3,Fisher Quantity Index,"Percent change, annual rate",0,6.1,T10101
T10101,DSERRL,6,Services,1988Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.4,T10101
T10101,DSERRL,6,Services,1989Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.8,T10101
T10101,DSERRL,6,Services,1989Q2,Fisher Quantity Index,"Percent change, annual rate",0,1.6,T10101
T10101,DSERRL,6,Services,1989Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.6,T10101
T10101,DSERRL,6,Services,1989Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.8,T10101
T10101,DSERRL,6,Services,1990Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.1,T10101
T10101,DSERRL,6,Services,1990Q2,Fisher Quantity Index,"Percent change, annual rate",0,4.9,T10101
T10101,DSERRL,6,Services,1990Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.2,T10101
T10101,DSERRL,6,Services,1990Q4,Fisher Quantity Index,"Percent change, annual rate",0,-1.0,T10101
T10101,DSERRL,6,Services,1991Q1,Fisher Quantity Index,"Percent change, annual rate",0,-0.3,T10101
T10101,DSERRL,6,Services,1991Q2,Fisher Quantity Index,"Percent change, annual rate",0,4.0,T10101
T10101,DSERRL,6,Services,1991Q3,Fisher Quantity Index,"Percent change, annual rate",0,1.7,T10101
T10101,DSERRL,6,Services,1991Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.4,T10101
T10101,DSERRL,6,Services,1992Q1,Fisher Quantity Index,"Percent change, annual rate",0,6.7,T10101
T10101,DSERRL,6,Services,1992Q2,Fisher Quantity Index,"Percent change, annual rate",0,3.1,T10101
T10101,DSERRL,6,Services,1992Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.3,T10101
T10101,DSERRL,6,Services,1992Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.5,T10101
T10101,DSERRL,6,Services,1993Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.5,T10101
T10101,DSERRL,6,Services,1993Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.0,T10101
T10101,DSERRL,6,Services,1993Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.7,T10101
T10101,DSERRL,6,Services,1993Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.6,T10101
T10101,DSERRL,6,Services,1994Q1,Fisher Quantity Index,"Percent change, annual rate",0,3.3,T10101
T10101,DSERRL,6,Services,1994Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.9,T10101
T10101,DSERRL,6,Services,1994Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.7,T10101
T10101,DSERRL,6,Services,1994Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.4,T10101
T10101,DSERRL,6,Services,1995Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.8,T10101
T10101,DSERRL,6,Services,1995Q2,Fisher Quantity Index,"Percent change, annual rate",0,4.0,T10101
T10101,DSERRL,6,Services,1995Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.0,T10101
T10101,DSERRL,6,Services,1995Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.2,T10101
T10101,DSERRL,6,Services,1996Q1,Fisher Quantity Index,"Percent change, annual rate",0,4.0,T10101
T10101,DSERRL,6,Services,1996Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,DSERRL,6,Services,1996Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.2,T10101
T10101,DSERRL,6,Services,1996Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,DSERRL,6,Services,1997Q1,Fisher Quantity Index,"Percent change, annual rate",0,3.6,T10101
T10101,DSERRL,6,Services,1997Q2,Fisher Quantity Index,"Percent change, annual rate",0,3.1,T10101
T10101,DSERRL,6,Services,1997Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.9,T10101
T10101,DSERRL,6,Services,1997Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.5,T10101
T10101,DSERRL,6,Services,1998Q1,Fisher Quantity Index,"Percent change, annual rate",0,4.7,T10101
T10101,DSERRL,6,Services,1998Q2,Fisher Quantity Index,"Percent change, annual rate",0,5.3,T10101
T10101,DSERRL,6,Services,1998Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.9,T10101
T10101,DSERRL,6,Services,1998Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.2,T10101
T10101,DSERRL,6,Services,1999Q1,Fisher Quantity Index,"Percent change, annual rate",0,3.7,T10101
T10101,DSERRL,6,Services,1999Q2,Fisher Quantity Index,"Percent change, annual rate",0,4.3,T10101
T10101,DSERRL,6,Services,1999Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.4,T10101
T10101,DSERRL,6,Services,1999Q4,Fisher Quantity Index,"Percent change, annual rate",0,5.4,T10101
T10101,DSERRL,6,Services,2000Q1,Fisher Quantity Index,"Percent change, annual rate",0,6.2,T10101
T10101,DSERRL,6,Services,2000Q2,Fisher Quantity Index,"Percent change, annual rate",0,4.8,T10101
T10101,DSERRL,6,Services,2000Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.7,T10101
T10101,DSERRL,6,Services,2000Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.5,T10101
T10101,DSERRL,6,Services,2001Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.7,T10101
T10101,DSERRL,6,Services,2001Q2,Fisher Quantity Index,"Percent change, annual rate",0,0.6,T10101
T10101,DSERRL,6,Services,2001Q3,Fisher Quantity Index,"Percent change, annual rate",0,0.6,T10101
T10101,DSERRL,6,Services,2001Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.1,T10101
T10101,DSERRL,6,Services,2002Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.8,T10101
T10101,DSERRL,6,Services,2002Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.6,T10101
T10101,DSERRL,6,Services,2002Q3,Fisher Quantity Index,"Percent change, annual rate",0,1.6,T10101
T10101,DSERRL,6,Services,2002Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.6,T10101
T10101,DSERRL,6,Services,2003Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.8,T10101
T10101,DSERRL,6,Services,2003Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.4,T10101
T10101,DSERRL,6,Services,2003Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.7,T10101
T10101,DSERRL,6,Services,2003Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,DSERRL,6,Services,2004Q1,Fisher Quantity Index,"Percent change, annual rate",0,3.4,T10101
T10101,DSERRL,6,Services,2004Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.7,T10101
T10101,DSERRL,6,Services,2004Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.3,T10101
T10101,DSERRL,6,Services,2004Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.1,T10101
T10101,DSERRL,6,Services,2005Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,DSERRL,6,Services,2005Q2,Fisher Quantity Index,"Percent change, annual rate",0,3.7,T10101
T10101,DSERRL,6,Services,2005Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.1,T10101
T10101,DSERRL,6,Services,2005Q4,Fisher Quantity Index,"Percent change, annual rate",0,1.6,T10101
T10101,DSERRL,6,Services,2006Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,DSERRL,6,Services,2006Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.9,T10101
T10101,DSERRL,6,Services,2006Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.1,T10101
T10101,DSERRL,6,Services,2006Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.9,T10101
T10101,DSERRL,6,Services,2007Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,DSERRL,6,Services,2007Q2,Fisher Quantity Index,"Percent change, annual rate",0,1.1,T10101
T10101,DSERRL,6,Services,2007Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.8,T10101
T10101,DSERRL,6,Services,2007Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.0,T10101
T10101,DSERRL,6,Services,2008Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.7,T10101
T10101,DSERRL,6,Services,2008Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.0,T10101
T10101,DSERRL,6,Services,2008Q3,Fisher Quantity Index,"Percent change, annual rate",0,-0.4,T10101
T10101,DSERRL,6,Services,2008Q4,Fisher Quantity Index,"Percent change, annual rate",0,0.7,T10101
T10101,DSERRL,6,Services,2009Q1,Fisher Quantity Index,"Percent change, annual rate",0,-1.6,T10101
T10101,DSERRL,6,Services,2009Q2,Fisher Quantity Index,"Percent change, annual rate",0,-1.7,T10101
T10101,DSERRL,6,Services,2009Q3,Fisher Quantity Index,"Percent change, annual rate",0,0.7,T10101
T10101,DSERRL,6,Services,2009Q4,Fisher Quantity Index,"Percent change, annual rate",0,0.4,T10101
T10101,DSERRL,6,Services,2010Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.0,T10101
T10101,DSERRL,6,Services,2010Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.7,T10101
T10101,DSERRL,6,Services,2010Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.8,T10101
T10101,DSERRL,6,Services,2010Q4,Fisher Quantity Index,"Percent change, annual rate",0,1.0,T10101
T10101,DSERRL,6,Services,2011Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.3,T10101
T10101,DSERRL,6,Services,2011Q2,Fisher Quantity Index,"Percent change, annual rate",0,1.3,T10101
T10101,DSERRL,6,Services,2011Q3,Fisher Quantity Index,"Percent change, annual rate",0,1.8,T10101
T10101,DSERRL,6,Services,2011Q4,Fisher Quantity Index,"Percent change, annual rate",0,-0.4,T10101
T10101,DSERRL,6,Services,2012Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.8,T10101
T10101,DSERRL,6,Services,2012Q2,Fisher Quantity Index,"Percent change, annual rate",0,1.1,T10101
T10101,DSERRL,6,Services,2012Q3,Fisher Quantity Index,"Percent change, annual rate",0,0.3,T10101
T10101,DSERRL,6,Services,2012Q4,Fisher Quantity Index,"Percent change, annual rate",0,1.0,T10101
T10101,DSERRL,6,Services,2013Q1,Fisher Quantity Index,"Percent change, annual rate",0,0.3,T10101
T10101,DSERRL,6,Services,2013Q2,Fisher Quantity Index,"Percent change, annual rate",0,1.3,T10101
T10101,DSERRL,6,Services,2013Q3,Fisher Quantity Index,"Percent change, annual rate",0,0.8,T10101
T10101,DSERRL,6,Services,2013Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.4,T10101
T10101,DSERRL,6,Services,2014Q1,Fisher Quantity Index,"Percent change, annual rate",0,0.7,T10101
T10101,DSERRL,6,Services,2014Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.1,T10101
T10101,DSERRL,6,Services,2014Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.7,T10101
T10101,DSERRL,6,Services,2014Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.1,T10101
T10101,DSERRL,6,Services,2015Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.1,T10101
T10101,DSERRL,6,Services,2015Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.0,T10101
T10101,DSERRL,6,Services,2015Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.0,T10101
T10101,DSERRL,6,Services,2015Q4,Fisher Quantity Index,"Percent change, annual rate",0,1.5,T10101
T10101,DSERRL,6,Services,2016Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.5,T10101
T10101,DSERRL,6,Services,2016Q2,Fisher Quantity Index,"Percent change, annual rate",0,1.3,T10101
T10101,DSERRL,6,Services,2016Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.1,T10101
T10101,DSERRL,6,Services,2016Q4,Fisher Quantity Index,"Percent change, annual rate",0,1.8,T10101
T10101,DSERRL,6,Services,2017Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.9,T10101
T10101,DSERRL,6,Services,2017Q2,Fisher Quantity Index,"Percent change, annual rate",0,0.9,T10101
T10101,DSERRL,6,Services,2017Q3,Fisher Quantity Index,"Percent change, annual rate",0,1.7,T10101
T10101,DSERRL,6,Services,2017Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.5,T10101
T10101,DSERRL,6,Services,2018Q1,Fisher Quantity Index,"Percent change, annual rate",0,2.6,T10101
T10101,DSERRL,6,Services,2018Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.7,T10101
T10101,DSERRL,6,Services,2018Q3,Fisher Quantity Index,"Percent change, annual rate",0,1.9,T10101
T10101,DSERRL,6,Services,2018Q4,Fisher Quantity Index,"Percent change, annual rate",0,0.9,T10101
T10101,DSERRL,6,Services,2019Q1,Fisher Quantity Index,"Percent change, annual rate",0,0.4,T10101
T10101,DSERRL,6,Services,2019Q2,Fisher Quantity Index,"Percent change, annual rate",0,1.8,T10101
T10101,DSERRL,6,Services,2019Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.0,T10101
T10101,DSERRL,6,Services,2019Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.2,T10101
T10101,DSERRL,6,Services,2020Q1,Fisher Quantity Index,"Percent change, annual rate",0,-8.7,T10101
T10101,DSERRL,6,Services,2020Q2,Fisher Quantity Index,"Percent change, annual rate",0,-39.0,T10101
T10101,DSERRL,6,Services,2020Q3,Fisher Quantity Index,"Percent change, annual rate",0,36.2,T10101
T10101,DSERRL,6,Services,2020Q4,Fisher Quantity Index,"Percent change, annual rate",0,7.3,T10101
T10101,DSERRL,6,Services,2021Q1,Fisher Quantity Index,"Percent change, annual rate",0,5.4,T10101
T10101,DSERRL,6,Services,2021Q2,Fisher Quantity Index,"Percent change, annual rate",0,14.0,T10101
T10101,DSERRL,6,Services,2021Q3,Fisher Quantity Index,"Percent change, annual rate",0,10.3,T10101
T10101,DSERRL,6,Services,2021Q4,Fisher Quantity Index,"Percent change, annual rate",0,4.1,T10101
T10101,DSERRL,6,Services,2022Q1,Fisher Quantity Index,"Percent change, annual rate",0,1.6,T10101
T10101,DSERRL,6,Services,2022Q2,Fisher Quantity Index,"Percent change, annual rate",0,5.3,T10101
T10101,DSERRL,6,Services,2022Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.2,T10101
T10101,DSERRL,6,Services,2022Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,DSERRL,6,Services,2023Q1,Fisher Quantity Index,"Percent change, annual rate",0,3.2,T10101
T10101,DSERRL,6,Services,2023Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.0,T10101
T10101,DSERRL,6,Services,2023Q3,Fisher Quantity Index,"Percent change, annual rate",0,2.4,T10101
T10101,DSERRL,6,Services,2023Q4,Fisher Quantity Index,"Percent change, annual rate",0,3.4,T10101
T10101,DSERRL,6,Services,2024Q1,Fisher Quantity Index,"Percent change, annual rate",0,3.2,T10101
T10101,DSERRL,6,Services,2024Q2,Fisher Quantity Index,"Percent change, annual rate",0,3.2,T10101
T10101,DSERRL,6,Services,2024Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.0,T10101
T10101,DSERRL,6,Services,2024Q4,Fisher Quantity Index,"Percent change, annual rate",0,2.5,T10101
T10101,DSERRL,6,Services,2025Q1,Fisher Quantity Index,"Percent change, annual rate",0,0.8,T10101
T10101,DSERRL,6,Services,2025Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.6,T10101
T10101,DSERRL,6,Services,2025Q3,Fisher Quantity Index,"Percent change, annual rate",0,3.6,T10101
T10101,A006RL,7,Gross private domestic investment,1947Q2,Fisher Quantity Index,"Percent change, annual rate",0,-27.3,T10101
T10101,A006RL,7,Gross private domestic investment,1947Q3,Fisher Quantity Index,"Percent change, annual rate",0,-11.3,T10101
T10101,A006RL,7,Gross private domestic investment,1947Q4,Fisher Quantity Index,"Percent change, annual rate",0,103.0,T10101
T10101,A006RL,7,Gross private domestic investment,1948Q1,Fisher Quantity Index,"Percent change, annual rate",0,47.8,T10101
T10101,A006RL,7,Gross private domestic investment,1948Q2,Fisher Quantity Index,"Percent change, annual rate",0,27.1,T10101
T10101,A006RL,7,Gross private domestic investment,1948Q3,Fisher Quantity Index,"Percent change, annual rate",0,4.2,T10101
T10101,A006RL,7,Gross private domestic investment,1948Q4,Fisher Quantity Index,"Percent change, annual rate",0,-17.8,T10101
T10101,A006RL,7,Gross private domestic investment,1949Q1,Fisher Quantity Index,"Percent change, annual rate",0,-47.6,T10101
T10101,A006RL,7,Gross private domestic investment,1949Q2,Fisher Quantity Index,"Percent change, annual rate",0,-43.5,T10101
T10101,A006RL,7,Gross private domestic investment,1949Q3,Fisher Quantity Index,"Percent change, annual rate",0,37.5,T10101
T10101,A006RL,7,Gross private domestic investment,1949Q4,Fisher Quantity Index,"Percent change, annual rate",0,-18.3,T10101
T10101,A006RL,7,Gross private domestic investment,1950Q1,Fisher Quantity Index,"Percent change, annual rate",0,134.4,T10101
T10101,A006RL,7,Gross private domestic investment,1950Q2,Fisher Quantity Index,"Percent change, annual rate",0,50.2,T10101
T10101,A006RL,7,Gross private domestic investment,1950Q3,Fisher Quantity Index,"Percent change, annual rate",0,39.1,T10101
T10101,A006RL,7,Gross private domestic investment,1950Q4,Fisher Quantity Index,"Percent change, annual rate",0,61.3,T10101
T10101,A006RL,7,Gross private domestic investment,1951Q1,Fisher Quantity Index,"Percent change, annual rate",0,-35.0,T10101
T10101,A006RL,7,Gross private domestic investment,1951Q2,Fisher Quantity Index,"Percent change, annual rate",0,9.6,T10101
T10101,A006RL,7,Gross private domestic investment,1951Q3,Fisher Quantity Index,"Percent change, annual rate",0,-26.3,T10101
T10101,A006RL,7,Gross private domestic investment,1951Q4,Fisher Quantity Index,"Percent change, annual rate",0,-28.3,T10101
T10101,A006RL,7,Gross private domestic investment,1952Q1,Fisher Quantity Index,"Percent change, annual rate",0,10.8,T10101
T10101,A006RL,7,Gross private domestic investment,1952Q2,Fisher Quantity Index,"Percent change, annual rate",0,-26.9,T10101
T10101,A006RL,7,Gross private domestic investment,1952Q3,Fisher Quantity Index,"Percent change, annual rate",0,23.3,T10101
T10101,A006RL,7,Gross private domestic investment,1952Q4,Fisher Quantity Index,"Percent change, annual rate",0,32.1,T10101
T10101,A006RL,7,Gross private domestic investment,1953Q1,Fisher Quantity Index,"Percent change, annual rate",0,8.9,T10101
T10101,A006RL,7,Gross private domestic investment,1953Q2,Fisher Quantity Index,"Percent change, annual rate",0,2.3,T10101
T10101,A006RL,7,Gross private domestic investment,1953Q3,Fisher Quantity Index,"Percent change, annual rate",0,-8.1,T10101
T10101,A006RL,7,Gross private domestic investment,1953Q4,Fisher Quantity Index,"Percent change, annual rate",0,-25.9,T10101
T10101,A006RL,7,Gross private domestic investment,1954Q1,Fisher Quantity Index,"Percent change, annual rate",0,-2.9,T10101
T10101,A006RL,7,Gross private domestic investment,1954Q2,Fisher Quantity Index,"Percent change, annual rate",0,-0.9,T10101
T10101,A006RL,7,Gross private domestic investment,1954Q3,Fisher Quantity Index,"Percent change, annual rate",0,20.7,T10101
T10101,A006RL,7,Gross private domestic investment,1954Q4,Fisher Quantity Index,"Percent change, annual rate",0,18.8,T10101
T10101,A006RL,7,Gross private domestic investment,1955Q1,Fisher Quantity Index,"Percent change, annual rate",0,46.3,T10101
T10101,A006RL,7,Gross private domestic investment,1955Q2,Fisher Quantity Index,"Percent change, annual rate",0,26.6,T10101
T10101,A006RL,7,Gross private domestic investment,1955Q3,Fisher Quantity Index,"Percent change, annual rate",0,6.3,T10101
T10101,A006RL,7,Gross private domestic investment,1955Q4,Fisher Quantity Index,"Percent change, annual rate",0,9.6,T10101
T10101,A006RL,7,Gross private domestic investment,1956Q1,Fisher Quantity Index,"Percent change, annual rate",0,-10.9,T10101
T10101,A006RL,7,Gross private domestic investment,1956Q2,Fisher Quantity Index,"Percent change, annual rate",0,-3.1,T10101
T10101,A006RL,7,Gross private domestic investment,1956Q3,Fisher Quantity Index,"Percent change, annual rate",0,-3.6,T10101
T10101,A006RL,7,Gross private domestic investment,1956Q4,Fisher Quantity Index,"Percent change, annual rate",0,-3.6,T10101
T10101,A006RL,7,Gross private domestic investment,1957Q1,Fisher Quantity Index,"Percent change, annual rate",0,-6.1,T10101
T10101,A006RL,7,Gross private domestic investment,1957Q2,Fisher Quantity Index,"Percent change, annual rate",0,-0.4,T10101
T10101,A006RL,7,Gross private domestic investment,1957Q3,Fisher Quantity Index,"Percent change, annual rate",0,9.5,T10101
T10101,A006RL,7,Gross private domestic investment,1957Q4,Fisher Quantity Index,"Percent change, annual rate",0,-27.4,T10101
T10101,A006RL,7,Gross private domestic investment,1958Q1,Fisher Quantity Index,"Percent change, annual rate",0,-24.4,T10101
T10101,A006RL,7,Gross private domestic investment,1958Q2,Fisher Quantity Index,"Percent change, annual rate",0,-7.8,T10101
T10101,A006RL,7,Gross private domestic investment,1958Q3,Fisher Quantity Index,"Percent change, annual rate",0,34.4,T10101
T10101,A006RL,7,Gross private domestic investment,1958Q4,Fisher Quantity Index,"Percent change, annual rate",0,38.7,T10101
T10101,A006RL,7,Gross private domestic investment,1959Q1,Fisher Quantity Index,"Percent change, annual rate",0,23.6,T10101
T10101,A006RL,7,Gross private domestic investment,1959Q2,Fisher Quantity Index,"Percent change, annual rate",0,34.9,T10101
T10101,A006RL,7,Gross private domestic investment,1959Q3,Fisher Quantity Index,"Percent change, annual rate",0,-23.4,T10101
T10101,A006RL,7,Gross private domestic investment,1959Q4,Fisher Quantity Index,"Percent change, annual rate",0,13.7,T10101
T10101,A006RL,7,Gross private domestic investment,1960Q1,Fisher Quantity Index,"Percent change, annual rate",0,46.7,T10101
T10101,A006RL,7,Gross private domestic investment,1960Q2,Fisher Quantity Index,"Percent change, annual rate",0,-32.4,T10101
T10101,A006RL,7,Gross private domestic investment,1960Q3,Fisher Quantity Index,"Percent change, annual rate",0,-1.0,T10101
T10101,A006RL,7,Gross private domestic investment,1960Q4,Fisher Quantity Index,"Percent change, annual rate",0,-37.5,T10101
T10101,A006RL,7,Gross private domestic investment,1961Q1,Fisher Quantity Index,"Percent change, annual rate",0,10.8,T10101
T10101,A006RL,7,Gross private domestic investment,1961Q2,Fisher Quantity Index,"Percent change, annual rate",0,31.1,T10101
T10101,A006RL,7,Gross private domestic investment,1961Q3,Fisher Quantity Index,"Percent change, annual rate",0,34.9,T10101
T10101,A006RL,7,Gross private domestic investment,1961Q4,Fisher Quantity Index,"Percent change, annual rate",0,6.8,T10101
T10101,A006RL,7,Gross private domestic investment,1962Q1,Fisher Quantity Index,"Percent change, annual rate",0,23.4,T10101
T10101,A006RL,7,Gross private domestic investment,1962Q2,Fisher Quantity Index,"Percent change, annual rate",0,-3.1,T10101
T10101,A006RL,7,Gross private domestic investment,1962Q3,Fisher Quantity Index,"Percent change, annual rate",0,7.0,T10101
T10101,A006RL,7,Gross private domestic investment,1962Q4,Fisher Quantity Index,"Percent change, annual rate",0,-11.2,T10101
