"symbol","name","stockPrice","peRatio","marketCapitalization","divYield","revenueGrowth3yr","incomeGrowth3yr"
"RCH","Richelieu Hardware Ltd.",43.54,28.45,2404278278,1.4386770785484613,3.43,32.61
"IAU.WT","i-80 Gold Corp. purchase warrants",1.12,,2389918933,,37.08,
"IAU","i-80 Gold Corp.",2.85,,2389918933,,37.08,
"FIH.U","Fairfax India Holdings Corporation Subordinate Voting Shares",17.65,72.62,2379408926,,,
"CHR.DB.C","Chorus Aviation Inc. 5.75% senior unsecured debentures",101.3,8.28,2371978095,,-6.21,
"HPS.A","Hammond Power Solutions Inc. Class A Subordinate Voting Shares",196.31,30.07,2337055630,0.5603382405379247,17.14,51.48
"SIA","Sienna Senior Living Inc.",23.48,53.09,2333634889,3.9863713798977853,11.83,
"VET","Vermilion Energy Inc.",14.65,,2247808100,3.5494880546075085,-17.52,
"ALS","Altius Minerals Corporation",48.19,5.93,2230043042,0.8300477277443453,-15.54,
"TSU","Trisura Group Ltd.",46.66,17.76,2219478646,,52.19,27.08
"SDE","Spartan Delta Corp.",10.95,52.4,2195595450,,-28.11,
"MSA","Mineros S.A.",7.31,8.28,2162155579,1.8945280437756498,31.88,
"PMZ.UN","Primaris Real Estate Investment Trust Series A Units",18.26,,2152634478,4.819058050383352,19.49,
"MUX","McEwen Inc. Common Stock",38.75,,2120762279,,12.42,
"KMP.UN","Killam Apartment Real Estate Investment Trust Class A Trust Units",16.9,8.14,2098427843,4.260355029585799,5.25,-22.47
"LAC","Lithium Americas Corp.",6.9,,2094069187,,,
"CYB","Cymbria Corporation Class A Shares",95.85,8.19,2086475260,,,
"ASM","Avino Silver & Gold Mines Ltd.",13.12,60.84,2057851310,,25.96,
"PXT","Parex Resources Inc.",21.34,14.1,2055557062,7.216494845360825,-12.93,62.83
"VZLA","Vizsla Silver Corp.",5.97,,2054242332,,,
"NFI","NFI Group Inc.",17.05,,2030243703,,18.37,
"LIF","Labrador Iron Ore Royalty Corporation",31.22,17.96,1998080000,4.484304932735426,-9.14,12.53
"WTE","Westshore Terminals Investment Corporation",32,23.59,1976632512,4.6875,4.21,-19.83
"AFN.DB.K","Ag Growth International Inc. 7.50% Senior Subordinated Unsecured Debentures",105.06,,1976096023,,-0.12,
"LNF","Leon's Furniture Limited",28.49,11.35,1960068125,3.36960336960337,-20.78,23.82
"PET","Pet Valu Holdings Ltd.",28.49,20.94,1958806246,1.684801684801685,7.99,75.87
"TCL.A","Transcontinental Inc. Class A Subordinate Voting Shares",23.26,11.56,1944976056,3.869303525365434,-2.45,-0.92
"TCL.B","Transcontinental Inc. Class B Multiple Voting Shares",24.07,11.56,1944976056,3.739094308267553,-2.45,-0.92
"TOY","Spin Master Corp (Sub Voting)",19.25,26.07,1942325000,2.4935064935064934,-0.48,85.26
"AFN.DB.J","Ag Growth International Inc. 5.20% convertible unsecured subordinated debentures",101.9,,1916658907,,-0.12,
"MPCT.DB","Dream Impact Trust 6.50% Convertible Unsecured Subordinated Debentures",100,,1901697000,,5.39,
"TWM.DB.A","Tidewater Midstream and Infrastructure Ltd. 8.00% convertible unsecured subordinated debentures",88,,1900468416,,-20.3,
"AFN.DB.I","Ag Growth International Inc. 5.00% convertible unsecured subordinated debenture",101,,1899730614,,-0.12,
"AIF","Altus Group Limited",46.71,5.03,1891299204,1.2845215157353886,-11.9,
"AFN.DB.H","Ag Growth International Inc. 5.25% Senior Subordinated Unsecured Debentures",100.07,,1882238045,,-0.12,
"RUP","Rupert Resources Ltd.",8.03,,1881296256,,,
"BIR","Birchcliff Energy Ltd.",6.85,24.85,1872652699,1.7518248175182483,-19.13,
"IIP.UN","InterRent Real Estate Investment Trust Units",13.39,,1870606446,2.964152352501867,5.92,-31.13
"III","Imperial Metals Corporation",10.32,8.89,1837621419,,66.91,
"GTWO","G2 Goldfields Inc.",7.01,,1810220508,,40.47,
"BITF","Bitfarms Ltd.",3,,1808182722,,15.6,
"SVI","StorageVault Canada Inc.",4.95,,1807738203,0.2416969696969697,8.5,
"SVI.DB.C","StorageVault Canada Inc. 5.00% Convertible Senior Unsecured Debentures",100.48,,1807738203,,8.5,
"SVI.DB.D","StorageVault Canada Inc. 5.60% Senior Unsecured Hybrid Debentures",102,,1807738203,,8.5,
"SVI.DB.B","StorageVault Canada Inc. 5.50% senior unsecured hybrid debentures",100.71,,1807738203,,8.5,
"SIS","Savaria Corporation",25.25,29.94,1807226608,2.2194059405940596,5.3,-10.07
"LB","Laurentian Bank of Canada",40.19,14.13,1791818943,4.677780542423489,-3.66,10.63
"LAR","Lithium Argentina AG",11.02,,1788546000,,,
"CHE.DB.I","Chemtrade Logistics Income Fund 7.00% Unsecured Subordinated Debentures",103.35,18.73,1785652643,,,-4.3
"CHE.DB.H","Chemtrade Logistics Income Fund 7.00% Convertible Unsecured Subordinated Debentures",125,18.73,1785652643,,,-4.3
"CHE.UN","Chemtrade Logistics Income Fund Trust Units",15.43,18.73,1785652643,4.666234607906675,,-4.3
"BDT","Bird Construction Inc.",31.82,18.44,1762281682,2.6398491514770583,15.9,28.8
"MEQ","Mainstreet Equity Corp.",187.82,7.27,1748551235,0.1703758918113087,14.53,35.6
"IAU.WT.U","i-80 Gold Corp. purchase warrants",1.39,,1747412742,,37.08,
"AAV","Advantage Energy Ltd.",10.44,31.3,1742833994,,-1.2,
"AAV.DB","Advantage Energy Ltd. 5.0% extendible convertible unsecured subordinated debentures (",106.5,31.3,1742833994,,-1.2,
"KEL","Kelt Exploration Ltd.",8.68,30.5,1730792000,,-8.88,
"MPCT.DB.A","Dream Impact Trust 5.75% Convertible Unsecured Subordinated Debentures",91,,1730544270,,5.39,
"GSY","goeasy Ltd.",107.38,7.89,1724196043,5.438629167442727,6.85,26.62
"LSPD","Lightspeed Commerce Inc. Subordinate Voting Shares",12.31,,1690174559,,19.75,
"MTL","Mullen Group Ltd.",17.25,17.33,1653336152,4.869565217391305,2.49,37.29
"UNC","United Corporations Limited",14.69,0.87,1652398040,0.8168822328114363,,
"GCG.A","Guardian Capital Group Limited Class A Non-voting Shares",67.58,8.89,1651192080,2.3083752589523527,5.96,
"GCG","Guardian Capital Group Limited",67.22,8.89,1651192080,2.3207378756322523,5.96,
"LAS.A","Lassonde Industries Inc. Class A Subordinate Voting Shares",242,12.89,1650832040,2.0661157024793386,11.72,-13.69
"NUAG","New Pacific Metals Corp.",7.78,,1647703226,,,
"ORE","Orezone Gold Corporation",2.75,13.73,1644183307,,,
"GOOS","Canada Goose Holdings Inc. Subordinate Voting Shares",16.8,92.44,1631757943,,8.37,-18.18
"RIO","Rio2 Limited",3.79,,1629221634,,,
"CFP","Canfor Corporation",13.75,,1624277215,,-11.17,
"GGD","GoGold Resources Inc.",3.66,30.75,1586156021,,33.3,
"CJ","Cardinal Energy Ltd.",9.87,20.75,1584882386,7.2948328267477205,-8.78,
"JWEL","Jamieson Wellness Inc.",37.71,26.89,1581966063,2.439671174754707,17.67,14.49
"PD","Precision Drilling Corporation",118.32,31.44,1572336969,,9.36,
"APM","Andean Precious Metals Corp.",10.5,14.36,1560100899,,43.01,
"TSAT","Telesat Corporation Common and Variable Voting Shares",42.96,,1553780502,,-12.35,
"FFM","FireFly Metals Ltd.",2.22,,1515488399,,,
"MDI","Major Drilling Group International Inc.",18.22,90.21,1496486691,,4.4,
"MER","Meren Energy Inc.",2.18,0,1473482041,9.309887706422018,,
"NWH.UN","Northwest Healthcare Properties Real Estate Investment Trust Units",5.84,46.31,1459957193,6.164383561643835,8.5,-34.01
"CJT","Cargojet Inc. Common and Variable Voting Shares",95.42,12.42,1439675109,1.6139174177321316,0.43,
"SPB","Superior Plus Corp.",6.57,97.6,1437516000,2.73972602739726,-10.04,
"QBTC","Bitcoin Fund, The Class A units",88.28,,1435273543,,,
"CRON","Cronos Group Inc.",3.66,26.66,1401389357,,11.96,
"MAL","Magellan Aerospace Corporation",24.5,27.03,1398436823,0.8163265306122449,10.35,
"CF","Canaccord Genuity Group Inc.",13.39,,1375610389,2.539208364451083,-12.64,
"TCW","Trican Well Service Ltd.",6.51,11.31,1370273911,3.3794162826420893,8.16,
"TNZ","Tenaz Energy Corp.",46.92,,1331308080,,65.32,
"FDY","Faraday Copper Corp.",5.26,,1330149195,,-100,
"HSLV","Highlander Silver Corp.",10.11,,1323507046,,,
"AGF.B","AGF Management Limited Class B Non-Voting Shares",20.52,10.53,1318910626,2.4366471734892787,6.62,-6.46
"ASCU","Arizona Sonoran Copper Company Inc.",7.22,,1297527744,,,
"SFC","Sagicor Financial Company Ltd.",9.5,7.05,1287315256,3.9932715789473683,-8.91,
"VMET","Versamet Royalties Corporation",13.72,338.33,1280999905,,,
"TLO","Talon Metals Corp.",8.4,,1260723198,,,
"TLRY","Tilray Brands, Inc. Common Stock",10.73,,1250287498,,11.59,
"GAU","Galiano Gold Inc.",4.76,,1236602480,,,
"TLG","Troilus Mining Corp.",2.25,,1230064142,,,
"MRC","Morguard Corporation",115,5.44,1227980810,0.6956521739130435,-12.02,
"ET","Evertz Technologies Limited",16.24,19.33,1225869092,5.0492610837438425,4.12,1.09
"CAS","Cascades Inc.",12.03,,1218715330,3.9900249376558605,3.19,
"MARI","Marimaca Copper Corp",10.28,,1218175117,,,
"AP.UN","Allied Properties Real Estate Investment Trust Units",9.51,7.1,1216861398,7.570977917981073,4.48,-22.95
"BDI","Black Diamond Group Limited",17.24,30.39,1168923720,1.0440835266821347,10.35,
"VLE","Valeura Energy Inc.",11.01,3.62,1167700276,,2484.96,
"NDM","Northern Dynasty Minerals Ltd.",2.11,,1165846027,,,
"NEO","Neo Performance Materials Inc.",27.73,,1153536194,1.4424810674359898,-7.83,
"ITH","International Tower Hill Mines Ltd.",4.78,,1138534648,,-100,
"RFA","RFA Financial Inc.",23.52,,1096161007,7.653061224489796,-13.7,
"MI.UN","Minto Apartment Real Estate Investment Trust Trust Units",17.55,,1094911260,3.048205128205128,3.87,4.62
"WELL","WELL Health Technologies Corp.",4.2,,1066305500,,31.77,
"WELL.DB","WELL Health Technologies Corp. 5.50% Convertible Senior Unsecured Debentures",99.97,,1066305500,,31.77,
"CGI","Canadian General Investments, Limited",50.25,25.51,1048272335,2.4676616915422884,,
"TMQ","Trilogy Metals Inc.",5.98,,1045431027,,,
"SOY","SunOpta, Inc.",8.78,,1037944531,,-4.78,
"QBTC.U","Bitcoin Fund, The Class A Units",63.69,,1035484503,,,
"RAY","Stingray Group Inc. Subordinate Voting and Variable Subordinate Voting Shares",15.25,0,1034002826,2.2295081967213113,10.87,
"AD.UN","Alaris Equity Partners Income Trust trust units",22.37,5.99,1014229202,6.61600357621815,-3.84,
"ALK","Alkane Resources Limited",1.67,,1007740319,,,
"ARG","Amerigo Resources Ltd.",6.2,36.77,997869404,2.5806451612903225,0.86,
"MKP","MCAN Mortgage Corporation",24.65,14.69,990013242,6.9776876267748476,19.19,23.43
"MRG.UN","Morguard North American Residential Real Estate Investment Trust Units",18.75,,977937225,4.21312,38.79,-0.69
"ISO","IsoEnergy Ltd.",16.09,,974348727,,,
"ENGH","Enghouse Systems Limited",17.7,12.77,967332382,6.779661016949152,5.27,4.71
"ALC","Algoma Central Corporation",23.84,8.8,967136733,3.523489932885906,5.32,73.67
"CVG","Clairvest Group Inc.",70.5,13.68,965436236,,,64.71
"PSI","Pason Systems Inc.",12.35,16.24,960723358,4.2105263157894735,11.29,46.7
"SGR.UN","Slate Grocery REIT Class U Units",15.89,26.99,960185030,7.450654247954689,6.92,48.34
"WRN","Western Copper & Gold Corp",4.69,,947644638,,,
"MTY","MTY Food Group Inc.",41.4,28.98,945632345,3.57487922705314,14.85,
"OM","Osisko Metals Incorporated",1.55,,945400227,,,
"DHT.UN","DRI Healthcare Trust Units",16.91,,932578924,3.3011354228267296,28.93,
"DFN","Dividend 15 Split Corp. Class A Shares",7.72,10.96,926493813,15.544041450777202,,
"DRM","DREAM Unlimited Corp. Class A Subordinate Voting Shares",22.22,12.3,925540770,3.1503150315031503,10.43,-28.18
"CGY","Calian Group Ltd.",80.47,,918497697,1.3918230396421027,9.92,-24.63
"ISC","Information Services Corporation Class A Limited Voting Shares",49.02,32.48,916697579,1.8767849857201142,10.61,18.35
"ADEN","ADENTRA Inc.",37.71,12.99,915949050,1.6971625563511006,-3.53,81.41
"DBM","Doman Building Materials Group Ltd.",10.43,11.38,913981818,5.369127516778524,0.8,58.55
"AW","A & W Food Services of Canada Inc.",37.25,31.49,893917342,5.154362416107382,,
"PMET","PMET Resources Inc.",5.42,,887702749,,,
"BLDP","Ballard Power Systems Inc.",2.93,,881164262,,-3.37,
"FVL","Freegold Ventures Limited",1.65,,879194696,,,
"ECN","ECN Capital Corp.",3.06,113.06,862104357,1.3071895424836601,-11.03,
"GDI","GDI Integrated Facility Services Inc. Subordinate Voting Shares",36.55,20.74,860525853,,7.03,43.14
"URE","Ur-Energy Inc.",2.31,,859287835,,1175.33,
"RSI","Rogers Sugar Inc.",6.59,11.91,844718826,5.462822458270106,7.49,
"SEC","Senvest Capital Inc.",343.62,4.81,834283245,,,
"MNO","Meridian Mining plc",1.98,,828223068,,,
"FF","First Mining Gold Corp.",0.64,,827044202,,,
"PRL","Propel Holdings Inc.",21.01,9.8,826832141,4.283674440742503,22.44,59.1
"DXT","Dexterra Group Inc.",13.04,19.8,811601906,3.067484662576687,3.47,-47.77
"URC","Uranium Royalty Corp.",5.85,,809363348,,,
"LGD","Liberty Gold Corp.",1.58,,801322525,,,
"SGY","Surge Energy Inc.",8.07,20.62,798801340,6.443568773234201,-25.68,
"FEC","Frontera Energy Corporation",11.4,,794319499,2.192982456140351,-7.21,
"MRE","Martinrea International Inc.",10.71,,779557852,1.8674136321195145,1.95,
"NXR.UN","Nexus Industrial REIT Trust units",7.95,,771301050,8.049811320754717,10.99,1.82
"ARA","Aclara Resources Inc.",3.37,,741350195,,,
"JAG","Jaguar Mining Inc.",9.26,,740175765,,,1.53
"VBNK","VersaBank",22.65,25.02,736550503,0.44150110375275936,16.76,-0.14
"DIV","Diversified Royalty Corp.",4.3,24.71,732171888,6.627906976744186,16.86,
"OBE","Obsidian Energy Ltd.",10.72,,721530515,,-3.23,
"QRC","Queen's Road Capital Investment Ltd.",14.1,,719743862,1.6312056737588652,,
"TRX","TRX Gold Corporation",2.48,,715064793,,41.44,
"CGO","Cogeco Inc. Subordinate Voting Shares",73.61,8.3,709804962,5.3634017117239505,-0.67,2.18
"SGR.U","Slate Grocery REIT Class U Units",11.7,26.99,702048694,7.384615384615385,6.92,48.34
"WJX","Wajax Corporation",31.42,14.58,683249423,4.455760661998727,5.65,26.93
"DHT.U","DRI Healthcare Trust Units",12.45,,681864220,3.21285140562249,28.93,
"MHC.UN","Flagship Communities Real Estate Investment Trust Trust Units",26.8,14.19,678927498,3.142395447761194,21.66,-26.48
"DCBO","Docebo Inc.",23.56,22.2,676993396,,20.95,
"HOM.UN","BSR Real Estate Investment Trust Trust Units",17.28,,674613775,4.402285763888889,0.33,89.49
"TOT","Total Energy Services Inc.",18.1,11.54,673066600,2.2099447513812156,13.92,
"NOA.DB.A","North American Construction Group Ltd. 5,00% convertible unsecured subordinated debentures",100.3,17.82,672277882,,21.44,8.37
"NOA","North American Construction Group Ltd.",22.84,17.82,672277882,2.1015761821366024,21.44,8.37
"DLCG","Dominion Lending Centres Inc. Class """"A""""",8.61,,669314632,1.8583042973286876,5.62,
"CGX","Cineplex Inc.",10.63,,669138197,,11.84,
"ESI","Ensign Energy Services Inc.",3.62,,664554438,,5.42,
"ECOR","Ecora Royalties PLC",2.68,,657982729,0.622485,-44.6,
"ASTL","Algoma Steel Group Inc.",6.25,,655836263,4.413632,-14.39,
"ASTL.WT","Algoma Steel Group Inc. Purchase Warrants",0.2,,655836263,,-14.39,
"IFP","Interfor Corporation",9.96,,655038832,,-26.29,
"SOIL","Saturn Oil & Gas Inc.",3.33,0,627145560,,45.9,
"GUD","Knight Therapeutics Inc.",6.28,,626048352,,15.27,
"FSZ","Fiera Capital Corporation Class A Subordinate Voting Shares",5.84,23.68,622677368,7.397260273972603,-2.1,
"FSZ.DB.C","Fiera Capital Corporation 7.75% senior subordinated unsecured debentures",104.1,23.68,622677368,,-2.1,
"ACQ","AutoCanada Inc.",26.38,16.93,610703147,,-8.49,
"NRR.UN","Northview Residential REIT Unit - Class A",16.8,40.8,605875200,6.510428571428571,55.52,
"BPF.UN","Boston Pizza Royalties Income Fund Units",25.52,13.7,605063531,5.6426332288401255,,
"LIRC","Lithium Royalty Corp.",10.87,,596402475,,,
"VOXR","Vox Royalty Corp.",8.7,,593939639,0.8067471264367816,20.33,
"GO.U","GO Residential Real Estate Investment Trust Trust Units",10.62,,589012111,6.016949152542373,,
"BLN","Blackline Safety Corp.",6.75,,587291891,,27.3,
"BSX","Belo Sun Mining Corp.",1.24,,583772207,,,
"ETG","Entree Resources Ltd.",2.8,,583618067,,,
"CHR","Chorus Aviation Inc. Voting and Variable Voting Shares",24.74,8.28,579296526,1.778496362166532,-6.21,
"WFC","Wall Financial Corporation",17.98,17.77,574877507,5.561735261401557,9.33,-23.26
"APR.UN","Automotive Properties Real Estate Investment Trust Units",11.68,44.85,573687880,7.037671232876712,5.99,39.88
"CUP.U","Caribbean Utilities Company, Ltd. Class A",13.45,11.99,570616855,5.650557620817844,2.04,2.36
"GFR","Greenfire Resources Ltd.",8.09,2.87,568379130,,,
"KITS","Kits Eyecare Ltd.",17.68,168.36,568247664,,30.59,
"WEED","Canopy Growth Corporation",1.54,,567158344,,-10.54,
"AI","Atrium Mortgage Investment Corporation",11.87,11.52,564594330,7.8348778433024435,3.08,4.25
"EPRX.WT.A","Eupraxia Pharmaceuticals Inc. purchase warrants",8.1,,564222407,,,
"EPRX","Eupraxia Pharmaceuticals Inc",11.14,,564222407,,,
"EPRX.WT","Eupraxia Pharmaceuticals Inc. purchase warrants",0.065,,564222407,,,
"CPKR","Canada Packers Inc.",18.84,,560240106,4.883227176220807,,
"TF","Timbercreek Financial Corp.",6.76,16.52,559411740,10.207100591715976,18.01,6.92
"PZA","Pizza Pizza Royalty Corp.",16.73,23.5,558005527,5.558876270173341,15.09,-2.39
"STG","STRACON Group Holding Inc.",10.52,,551192444,,,
"CVO","Coveo Solutions Inc. Subordinate voting shares",5.72,,547863854,,0.76,
"PHX","PHX Energy Services Corp.",12.05,8.19,546721442,6.639004149377594,69.48,
"TWC","TWC Enterprises Limited",22.5,16.55,543807248,1.6,1.19,
"FTG","Firan Technology Group Corporation",21.57,62.38,542990022,,46.64,-39.14
"ERD","Erdene Resource Development Corporation",8.88,,542244315,,,
"TI","Titan Mining Corporation",5.9,,539789649,,5.36,
"DTOL","D2L Inc. Subordinate Voting Shares",9.84,13.46,537922296,,16.39,
"PBL","Pollard Banknote Limited",19.5,18.29,527819546,1.0256410256410255,7.46,5.59
"AFN","Ag Growth International Inc.",27.82,,523272333,2.156721782890007,-0.12,
"MATR","Mattr Corp.",8.54,15,522398504,,1.87,
"MRD","Melcor Developments Ltd.",17.3,8.82,520903796,3.005780346820809,7.62,13.66
"CJ.WT","Cardinal Energy Ltd. purchase warrants",3.22,20.75,517053828,,-8.78,
"VHI","Vitalhub Corp.",8.18,154.31,516327514,,40.21,
"PLZ.UN","Plaza Retail REIT Units",4.51,61.43,503275410,6.207538802660754,4.22,
"FFN","North American Financial 15 Split Corp. Class A Shares",9.11,13.15,503063192,14.930845225027442,,
"MHC.U","Flagship Communities Real Estate Investment Trust Trust Units",19.7,14.19,496404520,3.3197969543147208,21.66,-26.48
"HOM.U","BSR Real Estate Investment Trust Trust Units",12.56,,493250473,3.3463375796178343,0.33,89.49
"VGZ","Vista Gold Corp.",3.9,,486379362,,,
"CFW","Calfrac Well Services Ltd.",5.65,24.78,485275443,,4.1,
"KBL","K-Bro Linen Inc.",36.99,22.08,480519224,3.2441200324412005,19.31,-9.25
"SBI","Serabi Gold plc",6.57,18.26,476496927,,26.08,-37.16
"PTM","Platinum Group Metals Ltd.",3.78,,466471047,,,
"GOLD","GoldMining Inc.",2.32,,464523230,,,
"REAL","Real Matters Inc.",6.25,,464041719,,-13.41,
"QETH.UN","The Ether Fund Class A units",42.39,,464002127,,,
"NOU","Nouveau Monde Graphite Inc.",3.04,,463381743,,,
"STGO","Steppe Gold Ltd.",1.82,10.36,460145480,,59.89,
"HLF","High Liner Foods Incorporated",16.23,10.22,459279721,4.313000616142945,-1.35,70
"FC","Firm Capital Mortgage Investment Corporation",12.31,11.99,452237825,7.60357432981316,9.53,-0.85
"SAU","St. Augustine Gold and Copper Limited",0.28,,437569756,,,
"FTN","Financial 15 Split Corp. Class A Shares",10.69,11.75,437309909,14.110383536014968,,
"PRV.UN","PRO Real Estate Investment Trust Trust Units",6.47,22.84,434049797,6.955177743431221,2.62,23.97
"DC.A","Dundee Corporation Class A Subordinate Voting Shares",4.81,3.52,432811313,,95.07,
"ELVA","Electrovaya Inc.",10.27,73.88,432367000,,44.44,
"LBS","Life & Banc Split Corp. Class A Shares",12.26,12.37,431479053,9.787928221859707,,
"GBT","BMTC Group Inc.",13.5,13.86,430513650,2.6666666666666665,-7.06,19.52
"IPO","InPlay Oil Corp.",15.45,,430102492,6.990291262135922,11.48,
"MRT.UN","Morguard Real Estate Investment Trust Trust Units",6.35,,413880300,3.779527559055118,-0.44,
"CSW.B","Corby Spirit and Wine Limited Unlimited Non Voting Class B Common Shrs",14.25,14.39,405681198,6.7368421052631575,17.38,-4.57
"CSW.A","Corby Spirit and Wine Limited Unlimited Voting",14.59,14.39,405681198,6.579849211788897,17.38,-4.57
"TBL","Taiga Building Products Ltd.",3.75,8.51,404791961,,-9,48.5
"DGS","Dividend Growth Split Corp. Class A Shares",8.35,15.27,401774721,14.37125748502994,,
"KSI","kneat.com, inc.",4.07,,389852325,,38.13,
"URB","Urbana Corporation",9.38,7.54,384659577,1.492537313432836,111.31,
"URB.A","Urbana Corporation Non-Voting Class A Shares",8.72,7.54,384659577,1.6055045871559632,111.31,
"GRA","NanoXplore Inc.",2.1,,381000440,,-0.31,
"CPH","Cipher Pharmaceuticals Inc.",15.01,17.02,380798341,,32.3,123.35
"EDT","Spectral Medical Inc.",1.31,,375926000,,17.65,
"ANRG","Anaergia Inc.",2.2,,374454335,,-7.03,
"TCS","TECSYS Inc.",25.21,68.22,371790046,1.4280047600158667,9.48,16.81
"TAL","PetroTal Corp.",0.4,0,365206000,20.63175,-1.22,
"BTB.UN","BTB Real Estate Investment Trust Trust Units",4.01,10.46,356753435,7.4812967581047385,3.79,11.49
"AGMR","Silver Mountain Resources Incorporation - Class A",5.91,,351757107,,,
"AGMR.WT.B","Silver Mountain Resources Incorporation Warrants (28/04/2028)",0.345,,351757107,,,
"GLO","Global Atomic Corporation",0.86,,350707848,,0.25,
"ELO","Eloro Resources Ltd.",2.69,,348422341,,,
"VLN","Velan Inc. Subordinate Voting Shares",16,3.89,346970160,2.5,0.24,
"BGAU","Blossom Gold Inc.",2.62,,344841489,,,
"BK","Canadian Banc Corp. Class A Shares",14.22,14.42,342592250,15.390717299578059,,
"FAR","Foraco International SA",3.4,18.3,334985003,,-14.72,115.82
"QETH.U","The Ether Fund Class A units",30.33,,331993029,,,
"D.UN","Dream Office Real Estate Investment Trust Trust Units",17.25,,327504895,5.796869565217391,-2.24,-19.05
"RIC","Richards Group Inc.",28.65,15.46,327126072,4.607329842931938,,
"FRX","Fennec Pharmaceuticals Inc.",11.65,,326922300,,,
"CMG","Computer Modelling Group Ltd.",4.07,20.3,326206430,0.9828009828009828,20.36,-7.31
"TSK","Talisker Resources Ltd.",1.83,,325026531,,,
"STLR","STLLR Gold Inc.",2.07,,313348279,,,
"DR","Medical Facilities Corporation",17,9.55,311840333,2.1176470588235294,-14.78,
"ADN","Acadian Timber Corp.",16.83,6.38,310611905,6.8924539512774805,-1.31,56.5
"PRN","Profound Medical Corp.",10.33,,310311227,,29.12,
"DRX","ADF Group Inc. Subordinate Voting Shares",10.49,10.28,299522606,0.3813155386081983,1.46,
"ORV","Orvana Minerals Corp.",2.18,,297838513,,16.46,
"ACB","Aurora Cannabis Inc.",5.23,,296590288,,37.37,
"VCM","Vecima Networks Inc.",12.15,,295422317,1.8106995884773662,2.13,
"XTC","Exco Technologies Limited",7.75,0,293917448,5.419354838709677,17.02,-10.78
"CKI","Clarke Inc.",21.48,8.67,293198928,,17.6,
"ENS","E Split Corp. Class A Shares",17.12,,292809095,9.813084112149532,,
"GTE","Gran Tierra Energy Inc. shares of common stock",8.27,,291839906,,-3.76,
"MPC","Madison Pacific Properties Inc. Class B Voting",4.9,18.15,291611030,2.142857142857143,6.73,27
"MPC.C","Madison Pacific Properties Inc. Class C Non-Voting Shares",4.5,18.15,291611030,2.3333333333333335,6.73,27
"OLY","Olympia Financial Group Inc.",121.1,17.81,291407290,5.945499587118084,17.59,12.82
"DND","Dye & Durham Limited",4.29,,288165761,1.7482517482517483,-12.27,
"MXG","Maxim Power Corp.",4.52,20.27,287654911,,-15.26,
"CVVY","Cavvy Energy Ltd.",0.98,,284803749,,-22.36,
"DNG","Dynacor Group Inc.",6.74,12.74,282431423,2.3732937685459943,18.49,35.37
"WILD","WildBrain Ltd.",1.32,,282023013,,-1.61,
"NCF","Northcliff Resources Ltd.",0.445,,279352604,,,
"TSND","TerrAscend Corp.",0.91,,277989810,,6.21,
"JOY","Journey Energy Inc.",4.11,13.57,275809770,,-7.44,
"TC","Tucows Inc.",24.89,,275790817,,5.82,
"AIM","Aimia Inc.",3.01,,273222772,,3.15,
"ERE.UN","European Residential Real Estate Investment Trust Trust Units",1.13,,265716170,8.506194690265486,-24.49,0.72
"PGI.UN","PIMCO Global Income Opportunities Fund Class A units",7.25,,264838193,9.414620689655173,4.39,
"OGI","Organigram Global Inc.",1.95,,263515186,,23.18,
"MSCL","Satellos Bioscience Inc.",17.01,,262956382,,,
"HAI","Haivision Systems Inc.",9.6,,261048768,,16.17,
"RBY","Rubellite Energy Corp.",2.75,4.7,257400000,,79.2,
"PNE","Pine Cliff Energy Ltd.",0.71,,254742009,2.112676056338028,-21.46,
"SBC","Brompton Split Banc Corp. Class A Shares",12.43,12.37,254444661,9.654062751407885,,
"MGA","Mega Uranium Ltd.",0.67,69,250733806,,,
"PIF","Polaris Renewable Energy Inc.",11.99,,250645351,6.814628857381151,21.03,-64.64
"SPPP","Sprott Physical Platinum and Palladium Trust transferable, redeemable units",25.84,,249262174,,,
"MOLY","Greenland Resources Inc.",1.84,,248747594,,,
"DF","Dividend 15 Split Corp. II Class A Shares",7.92,11.58,246405844,15.151515151515152,,
"STCK","Stack Capital Group Inc.",18.54,5.1,245403153,,-72.8,
"TSK.WT","Talisker Resources Ltd. purchase warrants",1.38,,245101974,,,
"GH","Gamehost Inc.",11.75,11.75,242988155,5.1063829787234045,17.47,-0.61
"CRRX","CareRx Corporation",3.81,,239237524,2.099737532808399,-5.51,
"OCG","Outcrop Silver & Gold Corporation",0.5,,236553455,,,
"GRID","Tantalus Systems Holding Inc.",4.54,,233571223,,13.89,
"PRQ","Petrus Resources Ltd.",1.77,,232900698,6.779661016949152,-13.31,
"BOIL","Beyond Oil Ltd.",3.06,,232629171,,,
"LAM","Laramide Resources Ltd.",0.82,,232568694,,,
"ADW.A","Andrew Peller Limited/Andrew Peller Limitee Class A Non-voting Shares",5.25,15.21,229238961,4.685714285714286,0.5,
"ADW.B","Andrew Peller Limited/Andrew Peller Limitee Class B Voting Shares",7.32,15.21,229238961,2.9234972677595628,0.5,
"AIDX","HealWELL AI Inc. Class A Subordinate Voting Shares",0.74,,228806348,,16.09,
"PIC.A","Premium Income Corporation Class A Shares",9.24,10.99,227252697,11.688311688311689,,
"BRE","Bridgemarq Real Estate Services Inc. Restricted Voting Shares",14.4,,226546474,9.375,99.66,6.21
